-4.95	1e-05	
-4.85	0	
-4.75	1e-05	
-4.65	1e-05	
-4.55	1e-05	
-4.45	3e-05	
-4.35	1e-05	
-4.25	4e-05	
-4.15	5e-05	
-4.05	6e-05	
-3.95	0.00016	
-3.85	0.00022	
-3.75	0.00041	
-3.65	0.00053	
-3.55	0.00081	
-3.45	0.00109	
-3.35	0.00148	
-3.25	0.00212	
-3.15	0.00292	
-3.05	0.0037	
-2.95	0.00559	
-2.85	0.00711	
-2.75	0.00893	
-2.65	0.01225	
-2.55	0.0158	
-2.45	0.0207	
-2.35	0.0255	
-2.25	0.03254	
-2.15	0.03826	
-2.05	0.0489	
-1.95	0.0591	
-1.85	0.07213	
-1.75	0.08665	
-1.65	0.1011	
-1.55	0.12031	
-1.45	0.14172	
-1.35	0.16072	
-1.25	0.179	
-1.15	0.20571	
-1.05	0.2307	
-0.95	0.25388	
-0.85	0.27857	
-0.75	0.29989	
-0.65	0.32395	
-0.55	0.34244	
-0.45	0.363	
-0.35	0.37702	
-0.25	0.38466	
-0.15	0.39491	
-0.05	0.40079	
0.05	0.40002	
0.15	0.39385	
0.25	0.3819	
0.35	0.37574	
0.45	0.36093	
0.55	0.34201	
0.65	0.32262	
0.75	0.30093	
0.85	0.2786	
0.95	0.25515	
1.05	0.23151	
1.15	0.20651	
1.25	0.17998	
1.35	0.15986	
1.45	0.14044	
1.55	0.11916	
1.65	0.10103	
1.75	0.0871	
1.85	0.07321	
1.95	0.05885	
2.05	0.04848	
2.15	0.03914	
2.25	0.0318	
2.35	0.02397	
2.45	0.0191	
2.55	0.01555	
2.65	0.01204	
2.75	0.00921	
2.85	0.00711	
2.95	0.00526	
3.05	0.00381	
3.15	0.00283	
3.25	0.00196	
3.35	0.00139	
3.45	0.00093	
3.55	0.00079	
3.65	0.00064	
3.75	0.00041	
3.85	0.00023	
3.95	0.00015	
4.05	5e-05	
4.15	6e-05	
4.25	4e-05	
4.35	6e-05	
4.45	3e-05	
4.55	2e-05	
4.65	2e-05	
4.75	0	
4.85	1e-05	
4.95	1e-05	
